	GUIDS		|	Iterations
========================|========================
	HOL:2CRK0216	|	16
	HOL:2CRK0219	|	7
	HOL:2CRK0220	|	17
	HOL:2CRK0222	|	7
	HOL:2CRK0223	|	882
	HOL:2CRK0224	|	19
	HOL:2CRK0225	|	50
	HOL:2CRK0226	|	62
	HOL:2CRK0227	|	3
	HOL:2CRK0228	|	521
	HOL:2CRK0230	|	122
	HOL:2CRK0232	|	52
	HOL:2CRK0233	|	5199
	HOL:2CRK0235	|	49
	HOL:2CRK0236	|	13
	HOL:2CRK0237	|	54
	HOL:2CRK0238	|	54
	HOL:2CRK0240	|	183
	HOL:2CRK0241	|	204
	HOL:2CRK0242	|	375
	HOL:2CRK0243	|	221
	HOL:2CRK0245	|	296
	HOL:2CRK0246	|	37
	HOL:2CRK0247	|	4
	HOL:2CRK0248	|	1077
	HOL:2CRK0250	|	21
	HOL:2CRK0251	|	69
	HOL:2CRK0252	|	3
	HOL:2CRK0255	|	6
	HOL:2CRK0256	|	12
	HOL:2CRK0257	|	145
	HOL:2CRK0258	|	5901
	HOL:2CRK0259	|	2927
	HOL:2CRK0261	|	425
	HOL:2CRK0262	|	381
	HOL:2CRK0263	|	29
	HOL:2CRK0264	|	174
	HOL:2CRK0265	|	427
	HOL:2CRK0266	|	132
	HOL:2CRK0267	|	31
	HOL:2CRK0268	|	16
	HOL:2CRK0269	|	31
	HOL:2CRK0270	|	103
	HOL:2CRK0271	|	30
	HOL:2CRK0272	|	45
	HOL:2CRK0273	|	47
	HOL:2CRK0274	|	85
	HOL:2CRK0275	|	3
	HOL:2CRK0276	|	18
	HOL:2CRK0277	|	22
	HOL:2CRK0278	|	6
	HOL:2CRK0279	|	43
	HOL:2CRK0280	|	348
	HOL:2CRK0290	|	24
	HOL:2CRK0295	|	67
	HOL:2CRK0296	|	233
	HOL:2CRK0297	|	122
	HOL:2CRK0298	|	216
	HOL:2CRK0300	|	551
	HOL:2CRK0301	|	279
	HOL:2CRK0302	|	197
	HOL:2CRK0303	|	74
	HOL:2CRK0304	|	292
	HOL:2CRK0305	|	41
	HOL:2CRK0306	|	143
	HOL:2CRK0307	|	794
	HOL:2CRK0308	|	36
	HOL:2CRK0309	|	637
	HOL:2CRK0310	|	247
	HOL:2CRK0311	|	98
	HOL:2CRK0313	|	444
	HOL:2CRK0314	|	454
	HOL:2CRK0315	|	250
	HOL:2CRK0316	|	321
	HOL:2CRK0317	|	65
	HOL:2CRK0318	|	385
	HOL:2CRK0320	|	662
	HOL:2CRK0322	|	31
	HOL:2CRK0324	|	126
	HOL:2CRK0325	|	361
	HOL:2CRK0326	|	98
	HOL:2CRK0327	|	528
	HOL:2CRK0328	|	399
	HOL:2CRK0329	|	30
	HOL:2CRK0331	|	76
	HOL:2CRK0332	|	92
	HOL:2CRK0333	|	543
	HOL:2CRK0334	|	313
	HOL:2CRK0335	|	218
	HOL:2CRK0337	|	363
	HOL:2CRK0340	|	26
	HOL:2CRK0341	|	34
	HOL:2CRK0342	|	250
	HOL:2CRK0343	|	111
	HOL:2CRK0346	|	139
	HOL:2CRK0347	|	70
	HOL:2CRK0351	|	664
	HOL:2CRK0352	|	621
	HOL:2CRK0353	|	27
	HOL:2CRK0354	|	132
	HOL:2CRK0355	|	196
	HOL:2CRK0359	|	1097
	HOL:2CRK0361	|	1043
	HOL:2CRK0365	|	12
	HOL:2CRK0370	|	49
	HOL:2CRK0371	|	112
	HOL:2CRK0373	|	259
	HOL:2CRK0375	|	844
	HOL:2CRK0376	|	84
	HOL:2CRK0377	|	606
	HOL:2CRK0378	|	71
	HOL:2CRK0379	|	622
	HOL:2CRK0380	|	287
	HOL:2CRK0382	|	127
	HOL:2CRK0383	|	20
	HOL:2CRK0386	|	92
	HOL:2CRK0387	|	82
	HOL:2CRK0388	|	211
	HOL:2CRK0390	|	215
	HOL:2CRK0392	|	230
	HOL:2CRK0393	|	75
	HOL:2CRK0395	|	94
	HOL:2CRK0398	|	27
	HOL:2CRK0399	|	70
	HOL:2CRK0400	|	69
	HOL:2CRK0401	|	922
	HOL:2CRK0403	|	47
	HOL:2CRK0406	|	58
	HOL:2CRK0407	|	1100
	HOL:2CRK0408	|	167
	HOL:2CRK0409	|	94
	HOL:2CRK0410	|	25
	HOL:2CRK0412	|	89
	HOL:2CRK0413	|	3586
	HOL:2CRK0414	|	22
	HOL:2CRK0415	|	306
	HOL:2CRK0417	|	17
	HOL:2CRK0420	|	67
	HOL:2CRK0421	|	12
	HOL:2CRK0422	|	54
	HOL:2CRK0423	|	29
	HOL:2CRK0424	|	74
	HOL:2CRK0425	|	7
	HOL:2CRK0426	|	60
	HOL:2CRK0429	|	29
	HOL:2CRK0433	|	14
	HOL:2CRK0434	|	25
	HOL:2CRK0435	|	21
	HOL:2CRK0440	|	42
	HOL:2CRK0441	|	145
	HOL:2CRK0443	|	17
	HOL:2CRK0444	|	58
	HOL:2CRK0448	|	20
	HOL:2CRK0449	|	35
	HOL:2CRK0450	|	9
	HOL:2CRK0452	|	3291
	HOL:2CRK0454	|	21
	HOL:2CRK0456	|	21
	HOL:2CRK0462	|	26
	HOL:2CRK0470	|	22
	HOL:2CRK0471	|	57
	HOL:2CRK0475	|	4
	HOL:2CRK0479	|	7
	HOL:2CRK0481	|	15
	HOL:2CRK0482	|	15
	HOL:2CRK0483	|	35
	HOL:2CRK0487	|	4
	HOL:2CRK0506	|	9
	HOL:2CRK0507	|	29
	HOL:2CRK0518	|	22
	HOL:2CRK0526	|	2
	HOL:2CRK0528	|	41
	HOL:2CRK0529	|	1
	HOL:2CRK0532	|	11
	HOL:2CRK0542	|	252
	HOL:2CRK0544	|	300
	HOL:2CRK0545	|	510
	HOL:2CRK0549	|	148
	HOL:2CRK0550	|	147
	HOL:2CRK0568	|	30
	HOL:2CRK0578	|	95
	HOL:2CRK0589	|	38
	HOL:2CRK0601	|	27
	HOL:2CRK0602	|	63
	HOL:2CRK0603	|	1
	HOL:2CRK0614	|	43
	HOL:2CRK0616	|	26
	HOL:2CRK0618	|	313
	HOL:2CRK0632	|	1743
	HOL:2CRK0635	|	67
	HOL:2CRK0636	|	262
	HOL:2CRK0639	|	318
	HOL:2CRK0640	|	85
	HOL:2CRK0641	|	10
	HOL:2CRK0649	|	12
	HOL:2CRK0652	|	137
	HOL:2CRK0654	|	4
	HOL:2CRK0694	|	10
	HOL:2CRK0696	|	24
	HOL:2CRK0698	|	149
	HOL:2CRK0701	|	20
	HOL:2CRK0709	|	18
	HOL:2CRK0710	|	16
	HOL:2CRK0714	|	8
	HOL:2CRK0744	|	8
	HOL:2CRK0745	|	8
	HOL:2CRK0760	|	4
	HOL:2CRK0761	|	4
	HOL:2CRK0779	|	41
	HOL:2CRK0784	|	6
	HOL:2CRK0787	|	99
	HOL:2CTS0001	|	24125
	HOL:2CTS0003	|	357
	HOL:2CTS0004	|	1807
	HOL:2CTS0006	|	1652
	HOL:2CTS0012	|	6469
	HOL:2CTS0016	|	802
	HOL:2CTS0026	|	2295
	HOL:2CTS0037	|	802
	HOL:2CTS0039	|	1458
	HOL:2CTS0044	|	850
	HOL:2CTS0046	|	130
	HOL:2CTS0051	|	2448
	HOL:2CTS0054	|	798
	HOL:2CTS0056	|	283
	HOL:2CTS0059	|	573
	HOL:2CTS0067	|	166
	HOL:2CTS0075	|	792
	HOL:2CTS0111	|	1523
	HOL:2CTS0117	|	67
	HOL:2CTS0121	|	561
	HOL:2CTS0122	|	365
	HOL:2CTS0123	|	447
	HOL:2CTS0124	|	297
	HOL:2CTS0146	|	1458
	HOL:2CTS0192	|	9128
	HOL:2CTS0193	|	688
	HOL:2CTS0219	|	1203
	HOL:2CTS0220	|	1320
	HOL:2CTS0221	|	376
	HOL:2CTS0222	|	365
	HOL:2EGR0007	|	23
	HOL:2ESA0001	|	217
	HOL:2EVT0070	|	289
	HOL:2EVT0071	|	84
	HOL:2FMS0001	|	21
	HOL:2FMS0002	|	3002
	HOL:2FMS0003	|	38
	HOL:2FPR0001	|	363
	HOL:2FPR0012	|	250
	HOL:2FPS0001	|	626
	HOL:2FPS0002	|	9154
	HOL:2FPS0003	|	1449
	HOL:2FPS0006	|	161
	HOL:2FPS0008	|	1836
	HOL:2FPS0009	|	2387
	HOL:2FPS0010	|	3402
	HOL:2HWK0537	|	138
	HOL:2HWK0621	|	190
	HOL:2HWK0720	|	100
	HOL:2IAC0002	|	178
	HOL:2IAC0003	|	166
	HOL:2IAC0006	|	35
	HOL:2IAC0014	|	118
	HOL:2IAC0015	|	105
	HOL:2IAC0016	|	52
	HOL:2IAC0017	|	77
	HOL:2IAC0018	|	173
	HOL:2IAC0019	|	52
	HOL:2IAC0020	|	236
	HOL:2IAC0021	|	915
	HOL:2IAC0022	|	676
	HOL:2IAC0023	|	198
	HOL:2IAC0024	|	67
	HOL:2IAC0025	|	267
	HOL:2IAC0026	|	30
	HOL:2IAC0027	|	200
	HOL:2IAC0028	|	302
	HOL:2IAC0029	|	13
	HOL:2IAC0030	|	11
	HOL:2IAC0031	|	23
	HOL:2IAC0032	|	43
	HOL:2IAC0033	|	5
	HOL:2IGC0041	|	89
	HOL:2IGC0062	|	76
	HOL:2IGC0099	|	38
	HOL:2IGC0101	|	37
	HOL:2IGC0182	|	236
	HOL:2IGC0196	|	118
	HOL:2IGC0222	|	673
	HOL:2IGC0324	|	52
	HOL:2IGC0373	|	10
	HOL:2IGM0002	|	3
	HOL:2IGM0009	|	160
	HOL:2ISW0003	|	853
	HOL:2KNC0001	|	12
	HOL:2KNC0002	|	28
	HOL:2KNC0003	|	81
	HOL:2KNC0004	|	78
	HOL:2KNC0005	|	89
	HOL:2KNC0006	|	227
	HOL:2KNC0008	|	1
	HOL:2KNC0010	|	144
	HOL:2KNC0011	|	6
	HOL:2KNC0012	|	87
	HOL:2KNC0014	|	121
	HOL:2KNC0015	|	66
	HOL:2KNC0016	|	13
	HOL:2KNC0021	|	334
	HOL:2KNC0023	|	538
	HOL:2KNC0025	|	5693
	HOL:2KNC0026	|	409
	HOL:2KNC0029	|	3464
	HOL:2KNC0031	|	3088
	HOL:2KNC0032	|	168
	HOL:2KNC0035	|	18
	HOL:2KNC0037	|	66
	HOL:2KNC0038	|	14
	HOL:2KNC0040	|	5
	HOL:2KNC0044	|	91
	HOL:2KNC0052	|	56
	HOL:2KNC0053	|	163
	HOL:2KNC0054	|	1380
	HOL:2KNC0055	|	57
	HOL:2KNC0057	|	46
	HOL:2KNC0060	|	121
	HOL:2KNC0061	|	783
	HOL:2KNC0063	|	277
	HOL:2KNC0064	|	106
	HOL:2KNC0066	|	380
	HOL:2KNC0067	|	66
	HOL:2KNC0068	|	29
	HOL:2KNC0069	|	46
	HOL:2KNC0070	|	27
	HOL:2KNC0071	|	92
	HOL:2KNC0072	|	527
	HOL:2KNC0073	|	32
	HOL:2KNC0074	|	33
	HOL:2KNC0075	|	94
	HOL:2KNC0076	|	80
	HOL:2KNC0078	|	6
	HOL:2KNC0081	|	25
	HOL:2KNC0082	|	168
	HOL:2KNC0084	|	25
	HOL:2KNC0086	|	56
	HOL:2KNC0090	|	58
	HOL:2KNC0091	|	249
	HOL:2KNC0096	|	105
	HOL:2KNC0105	|	172
	HOL:2KNC0108	|	182
	HOL:2KNC0112	|	17
	HOL:2KNC0114	|	1672
	HOL:2KNC0123	|	25
	HOL:2KNC0128	|	141
	HOL:2KNC0129	|	948
	HOL:2KNC0130	|	4161
	HOL:2KNC0131	|	30
	HOL:2KNC0132	|	128
	HOL:2KNC0133	|	100
	HOL:2KNC0135	|	73
	HOL:2KNC0136	|	89
	HOL:2KNC0152	|	121
	HOL:2KNC0153	|	47
	HOL:2KNC0154	|	327
	HOL:2KNC0156	|	4283
	HOL:2KNC0166	|	6
	HOL:2KNC0170	|	2
	HOL:2KNC0185	|	4
	HOL:2KNC0186	|	47
	HOL:2KNC0193	|	28
	HOL:2KNC0194	|	27
	HOL:2KNC0198	|	1979
	HOL:2KNC0199	|	32
	HOL:2KNC0201	|	277
	HOL:2KNC0207	|	87
	HOL:2KNC0210	|	170
	HOL:2KNC0211	|	364
	HOL:2KNC0212	|	779
	HOL:2KNC0213	|	1376
	HOL:2KNC0219	|	115
	HOL:2KNC0220	|	311
	HOL:2KNC0221	|	75
	HOL:2KNC0222	|	263
	HOL:2KNC0230	|	48
	HOL:2KNC0246	|	40
	HOL:2KNC0249	|	84
	HOL:2KNC0254	|	114
	HOL:2KNC0264	|	57
	HOL:2KNC0266	|	16
	HOL:2KNC0288	|	156
	HOL:2KNC0289	|	53
	HOL:2KNC0291	|	15
	HOL:2KNC0293	|	38
	HOL:2KNC0305	|	16
	HOL:2KNC0315	|	20
	HOL:2KNC0333	|	4
	HOL:2KNC0339	|	66
	HOL:2KNC0343	|	44
	HOL:2KNC0456	|	67
	HOL:2KNC0507	|	33
	HOL:2MAP0001	|	11550
	HOL:2MAP0002	|	22
	HOL:2MAP0005	|	13381
	HOL:2MAP0006	|	1463
	HOL:2MAP0012	|	4357
	HOL:2MAP0013	|	978
	HOL:2MAP0017	|	4
	HOL:2MAP0021	|	256
	HOL:2MAP0022	|	113
	HOL:2MAP0044	|	32
	HOL:2MAP0049	|	309
	HOL:2MAP0071	|	757
	HOL:2MAP0087	|	41
	HOL:2MAP0102	|	16
	HOL:2MAP0132	|	89
	HOL:2MAP0204	|	1163
	HOL:2MAP0209	|	15
	HOL:2MAP3012	|	795
	HOL:2MAP3013	|	1257
	HOL:2MAP4002	|	2274
	HOL:2MAP4004	|	648
	HOL:2OPS0002	|	187
	HOL:2OPS0003	|	2006
	HOL:2OPS0022	|	294
	HOL:2OPS0031	|	3906
	HOL:2OPS0032	|	118
	HOL:2OPS0034	|	12464
	HOL:2OPS0035	|	9544
	HOL:2OPS0036	|	3418
	HOL:2OTS0002	|	25636
	HOL:2OTS0009	|	660
	HOL:2PDC0001	|	2092
	HOL:2SBK0001	|	274
	HOL:2SBK0002	|	876
	HOL:2SBK0003	|	139
	HOL:2SBK0004	|	171
	HOL:2TFS0002	|	84
	HOL:2TPS0037	|	410
	HOL:2TPS0044	|	176
	HOL:2TPS0048	|	335
	HOL:2TPS0059	|	2651
	HOL:2TPS0061	|	939
	HOL:2TPS0079	|	53
	HOL:2TPS0092	|	77
	HOL:2TPS0105	|	87
	HOL:2TPS0111	|	8
	HOL:2TPS0116	|	112
	HOL:2TPS0128	|	33
	HOL:2TPS0141	|	304
	HOL:2TPS0148	|	194
	HOL:2TPS0151	|	141
	HOL:2TPS0176	|	201
	HOL:2TPS0177	|	52
	HOL:2TPS0178	|	130
	HOL:2TPS0179	|	226
	HOL:2VSS0001	|	4969
	HOL:2VSS0002	|	516
	HOL:2VSS0003	|	265
	HOL:2VSS0004	|	122
	HOL:2VSS0005	|	353
	HOL:2VSS0006	|	668
	HOL:2VSS0007	|	188
	HOL:2VSS0008	|	1785
	HOL:2VSS0012	|	345
	HOL:2VSS0013	|	3144
	HOL:2VSS0014	|	350
	HOL:2VSS0017	|	73
	HOL:2VSS0018	|	146
	HOL:2VSS0019	|	260
	HOL:2VSS0021	|	238
	HOL:2VSS0024	|	206
	HOL:2VSS0025	|	655
	HOL:2VSS0027	|	236
	HOL:2VSS0030	|	28
	HOL:2VSS0032	|	59
	HOL:2VSS0033	|	119
	HOL:2VSS0034	|	66
	HOL:2VSS0038	|	61
	HOL:2VSS0039	|	17
	HOL:2VSS0042	|	14396
	HOL:2VSS0043	|	9275
	HOL:2VSS0044	|	30
	HOL:2VSS0045	|	747
	HOL:2VSS0047	|	3766
	HOL:2VSS0048	|	782
	HOL:2VSS0051	|	699
	HOL:2VSS0052	|	1429
	HOL:2VSS0053	|	765
	HOL:2VSS0054	|	1147
	HOL:2VSS0056	|	947
	HOL:2VSS0058	|	436
	HOL:2VSS0061	|	1351
	HOL:2VSS0064	|	22
	HOL:2VSS0065	|	724
	HOL:2VSS0068	|	833
	HOL:2VSS0069	|	270
	HOL:2VSS0070	|	142
	HOL:2VSS0072	|	333
	HOL:2VSS0073	|	423
	HOL:2VSS0076	|	349
	HOL:2VSS0079	|	429
	HOL:2VSS0081	|	273
	HOL:2VSS0084	|	192
	HOL:2VSS0087	|	235
	HOL:2VSS0093	|	45
	HOL:2VSS0094	|	155
	HOL:2VSS0096	|	257
	HOL:2VSS0097	|	167
	HOL:2VSS0100	|	190
	HOL:2VSS0101	|	896
	HOL:2VSS0102	|	150
	HOL:2VSS0109	|	47
	HOL:2VSS0110	|	67
	HOL:2VSS0114	|	1077
	HOL:2VSS0120	|	38
	HOL:2VSS0124	|	120
	HOL:2VSS0126	|	118
	HOL:2VSS0127	|	73
	HOL:2VSS0130	|	166
	HOL:2VSS0137	|	77
	HOL:2VSS0140	|	341
	HOL:2VSS0144	|	24
	HOL:2VSS0147	|	25
	HOL:2VSS0152	|	57
	HOL:2VSS0154	|	415
	HOL:2VSS0158	|	275
	HOL:2VSS0168	|	206
	HOL:2VSS0188	|	49
	HOL:2VSS0193	|	87
	HOL:2VSS0205	|	40
	HOL:2VSS0213	|	224
	HOL:2VSS0221	|	15
	HOL:2VSS0225	|	80
	HOL:2VSS0239	|	27
	HOL:2VSS0241	|	19
	HOL:2VSS0252	|	29
	HOL:2VSS0266	|	73
	HOL:2VSS0267	|	10
	HOL:2VSS0272	|	50
	HOL:2VSS0277	|	24
	HOL:2VSS0283	|	9
	HOL:2VSS0288	|	14
	HOL:2VSS0316	|	10
	HOL:2VSS0335	|	4
	HOL:2VSS0345	|	56
	HOL:2VSS0373	|	186
	HOL:2VSS0383	|	3
	HOL:2VSS0402	|	34
	HOL:2VSS0411	|	54
	HOL:2VSS0441	|	65
	HOL:2VSS0462	|	4
	HOL:2VSS0465	|	52
	HOL:2VSS0475	|	32
	HOL:2VSS0491	|	1
	HOL:2VSS0558	|	10082
	HOL:2VSS0560	|	10082
	HOL:2VSS0562	|	32
	HOL:2VSS0737	|	581
	HOL:2VSS0827	|	655
	HOL:2VSS0829	|	122
	HOL:2VSS0830	|	119
	HOL:2VSS0831	|	139
	HOL:2VSS0832	|	206
	HOL:2VTS0001	|	1402
	HOL:2VTS0002	|	175
	HOL:2VTS0003	|	99
	HOL:2VTS0004	|	235
	HOL:2VTS0005	|	181
	HOL:2VTS0006	|	131
	HOL:2VTS0007	|	190
	HOL:2VTS0008	|	495
	HOL:2VTS0009	|	461
	HOL:2VTS0010	|	190
	HOL:2VTS0011	|	467
	HOL:2VTS0012	|	463
	HOL:2VTS0013	|	139
	HOL:2VTS0014	|	241
	HOL:2VTS0015	|	973
	HOL:2VTS0016	|	376
	HOL:2VTS0017	|	104
	HOL:2VTS0018	|	241
	HOL:2VTS0019	|	530
	HOL:2VTS0020	|	178
	HOL:2VTS0021	|	74
	HOL:2VTS0022	|	38
	HOL:2VTS0023	|	28
	HOL:2VTS0024	|	28
	HOL:2VTS0025	|	74
	HOL:2VTS0026	|	160
	HOL:2VTS0027	|	297
	HOL:2VTS0028	|	18
	HOL:2VTS0029	|	628
	HOL:2VTS0030	|	7
	HOL:2VTS0031	|	7
	HOL:2VTS0032	|	159
	HOL:2VTS0033	|	264
	HOL:2VTS0034	|	41
	HOL:2VTS0035	|	369
	HOL:2VTS0036	|	49
	HOL:2VTS0037	|	64
	HOL:2VTS0038	|	21
	HOL:2VTS0039	|	256
	HOL:2VTS0040	|	83
	HOL:2VTS0041	|	249
	HOL:2VTS0042	|	336
	HOL:2VTS0043	|	798
	HOL:2VTS0044	|	885
	HOL:2VTS0045	|	496
	HOL:2VTS0046	|	65
	HOL:2VTS0047	|	35
	HOL:2VTS0048	|	35
	HOL:2VTS0049	|	885
	HOL:2VTS0050	|	27
	HOL:2VTS0051	|	1007
	HOL:2VTS0052	|	1020
	HOL:2VTS0053	|	13
	HOL:2VTS0054	|	419
	HOL:2VTS0055	|	419
	HOL:2VTS0056	|	1018
	HOL:2VTS0057	|	1903
	HOL:2VTS0058	|	264
	HOL:2VTS0059	|	5604
	HOL:2VTS0061	|	541
	HOL:2VTS0062	|	195
	HOL:2VTS0063	|	262
	HOL:2VTS0064	|	534
	HOL:2VTS0065	|	135
	HOL:2VTS0067	|	32
	HOL:2VTS0068	|	32
	HOL:2VTS0069	|	1043
	HOL:2VTS0070	|	74
	HOL:2VTS0071	|	480
	HOL:2VTS0072	|	234
	HOL:2VTS0073	|	22
	HOL:2VTS0074	|	22
	HOL:2VTS0075	|	70
	HOL:2VTS0076	|	110
	HOL:2VTS0077	|	51
	HOL:2VTS0078	|	49
	HOL:2VTS0079	|	50
	HOL:2VTS0080	|	25
	HOL:2VTS0081	|	25
	HOL:2VTS0082	|	55
	HOL:2VTS0083	|	327
	HOL:2VTS0085	|	65
	HOL:2VTS0089	|	162
	HOL:2VTS0090	|	47
	HOL:2VTS0093	|	50
	HOL:2VTS0095	|	32
	HOL:2VTS0098	|	468
	HOL:2VTS0101	|	17
	HOL:2VTS0104	|	82
	HOL:2VTS0105	|	9
	HOL:2VTS0106	|	22
	HOL:2VTS0107	|	57
	HOL:2VTS0108	|	24
	HOL:2VTS0109	|	57
	HOL:2VTS0110	|	155
	HOL:2VTS0111	|	155
	HOL:2VTS0112	|	191
	HOL:2VTS0113	|	191
	HOL:2VTS0114	|	24
	HOL:2VTS0115	|	177
	HOL:2VTS0116	|	67
	HOL:2VTS0117	|	177
	HOL:2VTS0118	|	67
	HOL:2VTS0119	|	96
	HOL:2VTS0120	|	34
	HOL:2VTS0121	|	60
	HOL:2VTS0122	|	77
	HOL:2VTS0123	|	184
	HOL:2VTS0124	|	219
	HOL:2VTS0126	|	33
	HOL:2VTS0127	|	244
	HOL:2VTS0128	|	64
	HOL:2VTS0129	|	64
	HOL:2VTS0132	|	33
	HOL:2VTS0137	|	55
	HOL:2VTS0138	|	63
	HOL:2VTS0141	|	13
	HOL:2VTS0143	|	191
	HOL:2VTS0144	|	161
	HOL:2VTS0150	|	4
	HOL:2VTS0152	|	124
	HOL:2VTS0162	|	83
	HOL:2VTS0165	|	31
	HOL:2VTS0166	|	4
	HOL:2VTS0167	|	4
	HOL:2VTS0168	|	164
	HOL:2VTS0183	|	388
	HOL:2VTS0184	|	89
	HOL:2VTS0186	|	43
	HOL:2VTS0188	|	9
	HOL:2VTS0189	|	61
	HOL:2VTS0190	|	435
	HOL:2VTS0191	|	272
	HOL:2VTS0193	|	212
	HOL:2VTS0198	|	313
	HOL:2VTS0199	|	241
	HOL:2VTS0204	|	126
	HOL:2VTS0208	|	170
	HOL:2VTS0212	|	1
	HOL:2VTS0226	|	7
	HOL:2VTS0229	|	156
	HOL:2VTS0231	|	76
	HOL:2VTS0233	|	10
	HOL:2VTS0234	|	236
	HOL:2VTS0235	|	236
	HOL:2VTS0238	|	32
	HOL:2VTS0239	|	20
	HOL:2VTS0240	|	53
	HOL:2VTS0241	|	6
	HOL:2VTS0245	|	19
	HOL:2VTS0247	|	22
	HOL:2VTS0249	|	213
	HOL:2VTS0250	|	213
	HOL:2VTS0266	|	14
	HOL:2VTS0269	|	147
	HOL:2VTS0295	|	42
	HOL:2VTS0297	|	11
	HOL:2VTS0314	|	9
	HOL:2VTS0317	|	4
	HOL:2VTS0318	|	8
	HOL:2VTS0319	|	4
	HOL:2VTS0320	|	8
	HOL:2VTS0323	|	66
	HOL:2VTS0324	|	22
	HOL:2VTS0330	|	66
	HOL:2VTS0336	|	20
	HOL:2VTS0346	|	34
	HOL:2VTS0358	|	16
	HOL:2VTS0359	|	345
	HOL:2VTS0446	|	28
	HOL:2VTS0448	|	1
	HOL:2VTS0449	|	1
	HOL:2VTS0450	|	1
	HOL:2VTS0457	|	108
	HOL:2VTS0458	|	122
	HOL:2VTS0464	|	62
	HOL:2VTS0465	|	46
	HOL:2VTS0466	|	30
	HOL:2VTS0467	|	8
	HOL:2WIN0002	|	322
	HOL:2WIN0003	|	131
